01/08/2002|MSP|6:45 PM|9:45 PM|01/08/2002|01/08/2002|TUE|Bloomfield Hills Middle School on Quarton Road (16 Mile) just west of Telegraph. In the Gym and Fieldhouse.|Drop in Volleyball Nets designated as Social, Intermediate and Competitiv|$5.00|$6.00|Y|7|
01/08/2002|Selsg|7:00 PM||01/08/2002|01/08/2002|TUE|Lake Orion|Bridge bring a small snack. We play on the 2nd and 4th Tuesdays|N/A|N/A|Y|7|
01/08/2002|Somer|7:30 PM||01/08/2002|01/08/2002|TUE|Troy Elk's Club on Big Beaver Between John R. and Rochester on the North Side of Big Beave|Monthly Meeting Disk Jockey and Dancing after. Spagetti Dinner after 5:00 PM|$4.00|$6.00|Y|7|
01/09/2002|dance|7:30 PM|11:00 PM|01/09/2002|01/09/2002|WED|Warren Chateau 6015 East 10 Mile Warren Mi 48091 810-759-6500|Weekly Dance to DJ Snacks and cash bar|$5.00|$5.00|Y|7|
01/09/2002|desc|7:00 PM|10:00 PM|01/09/2002|01/09/2002|WED|Edison Boat Club|General Meeting call 248-478-4566|N/A|N/A|Y|7|
01/10/2002|GM|7:30 PM|11:30 PM|01/10/2002|01/10/2002|THU|American Legion Post- Berkley (on the south side of !2 Mile just west of Woodward|Monthlly Meeting with Dancing after Meeting|$2.00|$4.00|Y|7|
01/11/2002|BetSo|7:30 PM||01/11/2002|01/11/2002|FRI|St. Patrick's Parish (Doherty Hall) 140 Superior between 1st & 2nd Wyandotte||$3.00|$3.00|Y|7|
01/11/2002|MSP|8:00 PM|1:00 AM|01/11/2002|01/11/2002|FRI|Double Tree Guest Suites-Novi Location Novi Road at I-96, Exit 162|Singles Dance- Top 40 DJ Cash Bar Hors d'oeuvres 8:00-930 Become a member at the Dance and admission to dance is free Dressy attire no smoking|$5.00|$8:00|Y|7|
01/11/2002|Sail|7:00 PM|9:00 PM|01/11/2002|01/11/2002|FRI|Troy Elks Club 1451 East Big Beaver Between John R and Rochester Road on The North side of the Road|Monthly General Meeting Doors open at 7:30 Meeting at 8:00 pm Dancing after meeting. Dining Room open at 5:00|$3.00|$6.00|Y|7|
01/11/2002|at|8:00 PM|10:00 PM|01/11/2002|01/11/2002|FRI|Argentine Tango Detroit 7750 Auburn Road, Utica Mi 810-254-0560|Beginning Tango Lessons followed by a 2 hour practice party|N/A|N/A|Y|7|
01/11/2002|dance|8:00 PM|11:00 PM|01/11/2002|01/11/2002|FRI|Amber House 7012 E. Nine Mile between Mound and Van Dyke 810-754-3434 http://amberhouse-danceclub.com|Single & Couples Dance to the sounds of the <b>Big Bands</b> 40's 50's 60's Dance lesson 7:00 PM to 8:00 PM|N/A|N/A|Y|7|
01/12/2002|GM|||01/19/2002|10/14/2001|WK.|Big White & Silver Star British Columbia|Leave Winsor to Kelowna, British Columbia Contact Ted Zubeck 248-549-5082|$875|$875|Y|7|
01/12/2002|MSP|8:00 PM|1:00 AM|01/12/2002|01/12/2002|SAT|Mt Brighton Ski Are Brighton Michigan|Singles Dance- Top 40 DJ Cash Bar Hors d'oeuvres 8:00-930 Become a member at the Dance and admission to dance is free Dressy attire no smoking|$5.00|$8:00|Y|7|
01/12/2002|Other|3:00 PM|6:00 PM|01/12/2002|01/12/2002|SAT|S.K. Brewers on Twleve Mile just east of Evergreen in Southfield. http://graynwhite.com/locations.htm|New Orleans Jazz|N/A|N/A|Y|7|
01/12/2002|tbird|||01/12/2002|01/12/2002|WE.|Shanty Creek, Mi|Beginners Weekend contact Bill Greelish 734-461-2907 wtgl@dcx.com|$183-$245|$183-$245|Y|7|
01/13/2002|Sail|10:30 AM||01/13/2002|01/13/2002|SUN|Marcus Family Restaurant 33120 Ryan Road just north of 14 Mile in Sterling Heights|Breakfast of the Month Order off the menu|Order off the Menu|Order Off the menu|O|7|
01/13/2002|BethR|9:00 AM||01/13/2002|01/13/2002|SUN|St. Andrew's 1234 Inglewood East of Rochester Rd. Between Parkdale and Tienken|Mass breakfast after at Sero's on Walton approx 10:30 AM|N/A|N/A|Y|7|
01/13/2002|BethW|10:00 AM||01/13/2002|01/13/2002|SUN|Redford Inn 5 Mile and Beech Daly|Meet for Breakfast. Those interested meet for Mass at St. Aidan's at 11:30 located at Farmington Road just North of Six Mile|Orde/Menu|Order/Menu|Y|7|
01/13/2002|MSP|5:45 PM|9:30 PM|01/13/2002|01/13/2002|SUN|Drakeshire Lanes 3500 Grand River , Farmington Hills east of Drake Road.|Bowling League 200 in League I and 70 in League II All levels of bowlers are welcome. Subs needed most weeks. Everyone is welcome to come and socialize. This is a non-smoking leagu|N/A|N/A|Y|7|
01/13/2002|Somer|3:00 PM|6:00PM|01/13/2002|01/13/2002|SUN|Five Star Lanes 16 Mile & Dequindre|No Obligation Bowling Contact Rosalie Walsh 810-783-3299|N/A|N/A|Y|7|
01/14/2002|MSP|6:30 PM|9:30 PM|01/14/2002|01/14/2002|MON|Cowley's Old Village Inn, located at 33338 Grand River Ave east of Farmington Rd. In Farmington next to the Civic Theater.|Euchre-Drop Inn|$5.00|$6.00|Y|7|
01/14/2002|MSP|7:30 PM|8:30 PM|01/14/2002|01/14/2002|MON|Border's Books Orchard Lake Road just South of 14|Book Discussion Group led by Patti Discussing Steve Martin, <i>Shopgirl</i> (yes that Steve Martin) a short, well-reviewed book for your holiday reading.  Tell them that you saw it|N/A|N/A|Y|7|
01/14/2002|Selsg|6:30 PM||01/14/2002|01/14/2002|MON|Linden|Dance Lessons Beginners at 6:30 Intermediate at 7:30 Car pools can be arranged|$6.00|$7.00|Y|7|
01/14/2002|tbird|||01/14/2002|01/14/2002|MON|Mt Brighton|Discount lift Tickets contact George Gonyo 734-996-0089|N/A|N/A|Y|7|
01/14/2002|Somer|7:00 PM|8:00 PM|01/14/2002|01/14/2002|MON|The World Gym on Groesbeck between 15 Mile and Metro Parkway|Walleyball Every Monday or any Monday bring yourself, Gym shoes and a willingness to have fun. Contact Bill Stanz at 810-463-2530|$5.00|$5.00||0|
01/15/2002|BethW|7:00 PM||01/15/2002|01/15/2002|TUE|Thomas's Family Dining 33971 Plymouth Rd. Between Stark and Farmington Rd|Dinner/coffee & conversation|Order/menu|Order/menu|Y|7|
01/15/2002|MSP|6:45 PM|9:45 PM|01/15/2002|01/15/2002|TUE|Bloomfield Hills Middle School on Quarton Road (16 Mile) just west of Telegraph. In the Gym and Fieldhouse.|Drop in Volleyball Nets designated as Social, Intermediate and Competitiv|$5.00|$6.00|Y|7|
01/16/2002|dance|7:30 PM|11:00 PM|01/16/2002|01/16/2002|WED|Warren Chateau 6015 East 10 Mile Warren Mi 48091 810-759-6500|Weekly Dance to DJ Snacks and cash bar|$5.00|$5.00|Y|7|
01/17/2002|A2|8:00 PM|11:00 PM|01/17/2002|01/17/2002|THU|Cobblestone Farm Center 2781 Packard|General Meeting Dancing after the meeting|N/A|N/A|Y|7|
01/17/2002|Sail|5:00 PM|8:00 PM|01/17/2002|01/17/2002|THU|Camp Ticonderoga Restaurant-Troy at 5725 Rochester Rd. and just south of Square Lake Road. 248-828-2825|January Happy Hour|Cash Bar|Cash Bar|Y|7|
01/17/2002|Skwii|8:00 PM|12:00 PM|01/17/2002|01/17/2002|THU|American Legion Post- Berkley (on the south side of !2 Mile just west of Woodward|General Meeting|N/A|N/A|Y|7|
01/18/2002|BethE|7:00 PM||01/18/2002|01/18/2002|FRI|St. Margerets 13 Mile between Little Mack and Harper, St Clair shores|Monthly Meeting|N/A|N/A|Y|7|
01/18/2002|MSP|8:00 PM|1:00 AM|01/18/2002|01/18/2002|FRI|Double Tree Guest Suites-Novi Location Novi Road at I-96, Exit 162|Singles Dance- Top 40 DJ Cash Bar Hors d'oeuvres 8:00-930 Become a member at the Dance and admission to dance is free Dressy attire no smoking|$5.00|$8:00|Y|7|
01/18/2002|at|8:00 PM|10:00 PM|01/18/2002|01/18/2002|FRI|Argentine Tango Detroit 7750 Auburn Road, Utica Mi 810-254-0560|Beginning Tango Lessons followed by a 2 hour practice party|N/A|N/A|Y|7|
01/18/2002|dance|8:00 PM|11:00 PM|01/18/2002|01/18/2002|FRI|Amber House 7012 E. Nine Mile between Mound and Van Dyke 810-754-3434 http://amberhouse-danceclub.com|Single & Couples Dance to the sounds of the <b>Big Bands</b> 40's 50's 60's Dance lesson 7:00 PM to 8:00 PM|N/A|N/A|Y|7|
01/19/2002|BethW|8:00 PM|12:00 AM|01/19/2002|01/19/2002|SAT|St. Kenneth's Church. Haggerty Rd. & Five Mile call 734-464-4332|Monthly Meeting|N/A|N/A|Y|7|
01/19/2002|Skwii|||01/26/2002|10/21/2001|WK.|Park City Mountain Resort, Utah|Ski Week Contact John 248-442-9002|$950|$950|Y|7|
01/20/2002|BethE|6:45 PM||01/20/2002|01/20/2002|SUN|Continental Lanes 13 Mile and Gratiot, Roseville|Every other Sunday Bowling Practice starts at 6:45 PM call Diane 810-293-5632|N/A|N/A|Y|7|
01/20/2002|BethR|9:00 AM||01/20/2002|01/20/2002|SUN|St. Andrew's 1234 Inglewood East of Rochester Rd. Between Parkdale and Tienken|Mass breakfast after at Sero's on Walton approx 10:30 AM|N/A|N/A|Y|7|
01/20/2002|BethW|10:00 AM||01/20/2002|01/20/2002|SUN|Redford Inn 5 Mile and Beech Daly|Meet for Breakfast. Those interested meet for Mass at St. Aidan's at 11:30 located at Farmington Road just North of Six Mile|Orde/Menu|Order/Menu|Y|7|
01/20/2002|MSP|5:45 PM|9:30 PM|01/20/2002|01/20/2002|SUN|Drakeshire Lanes 3500 Grand River , Farmington Hills east of Drake Road.|Bowling League 200 in League I and 70 in League II All levels of bowlers are welcome. Subs needed most weeks. Everyone is welcome to come and socialize. This is a non-smoking leagu|N/A|N/A|Y|7|
01/20/2002|Hope|02:00 PM|05:00 PM|01/20/2002|02/01/2020|SUN|Pewabic Pottery 10125 E. Jefferson Ave, Detroit 313-822-0954|Wine & Hors D'oeuvres Party, Annual Membership Meeting Entertainment provided by Dayna Hartwick, Flutist and Julia Kurtyka, violinist. By reservation only Contact Charlene Wojcik 2|$30 ($20 tax deducti|$30 ($20 tax deducti|Y|7|
01/21/2002|MSP|6:30 PM|9:30 PM|01/21/2002|01/21/2002|MON|Cowley's Old Village Inn, located at 33338 Grand River Ave east of Farmington Rd. In Farmington next to the Civic Theater.|Euchre-Drop Inn|$5.00|$6.00|Y|7|
01/21/2002|Sail|7:00 PM|10:00 PM|01/21/2002|01/21/2002|MON|Brigantino's  1063 Erie Street, Windsor (Exit Tunnel, Turn Right to Light, Right at next Light, Go 4 Lights Past A&P to Erie St Left on Erie to 1063 Erie)|Informal Sailing Singles Singers  Great food Canadian Prices|Order/Menu|Order/Menu|Y|7|
01/21/2002|Selsg|6:30 PM||01/21/2002|01/21/2002|MON|Linden|Dance Lessons Beginners at 6:30 Intermediate at 7:30 Car pools can be arranged|$6.00|$7.00|Y|7|
01/21/2002|Selsg|7:00 pm|9:00 pm|01/21/2002|01/21/2002|MON|Baldwin Library (Corner of Merril and Bates) Contact Clark at 248-642-6557|Investment Club Tell them that you saw it on the Internet.|N/A|N/A|Y|7|
01/21/2002|tbird|||01/21/2002|01/21/2002|MON|Mt Brighton|Discount lift Tickets contact George Gonyo 734-996-0089|N/A|N/A|Y|7|
01/21/2002|Somer|7:00 PM|8:00 PM|01/21/2002|01/21/2002|MON|The World Gym on Groesbeck between 15 Mile and Metro Parkway|Walleyball Every Monday or any Monday bring yourself, Gym shoes and a willingness to have fun. Contact Bill Stanz at 810-463-2530|$5.00|$5.00||0|
01/22/2002|BethW|7:00 PM||01/22/2002|01/22/2002|TUE|Thomas's Family Dining 33971 Plymouth Rd. Between Stark and Farmington Rd|Dinner/coffee & conversation|Order/menu|Order/menu|Y|7|
01/22/2002|MSP|6:45 PM|9:45 PM|01/22/2002|01/22/2002|TUE|Bloomfield Hills Middle School on Quarton Road (16 Mile) just west of Telegraph. In the Gym and Fieldhouse.|Drop in Volleyball Nets designated as Social, Intermediate and Competitiv|$5.00|$6.00|Y|7|
01/22/2002|Selsg|7:00 PM||01/22/2002|01/22/2002|TUE|Lake Orion|Bridge bring a small snack. We play on the 2nd and 4th Tuesdays|N/A|N/A|Y|7|
01/23/2002|dance|7:30 PM|11:00 PM|01/23/2002|01/23/2002|WED|Warren Chateau 6015 East 10 Mile Warren Mi 48091 810-759-6500|Weekly Dance to DJ Snacks and cash bar|$5.00|$5.00|Y|7|
01/23/2002|Somer|||01/29/2002|01/01/2002|WK.|Telluride, Colorado|Ski Week contact Alan Panley 248-646-4141|$988|$1018|Y|7|
01/24/2002|A2|||01/29/2002|10/26/2001|WK.|Steamboat Springs. Colorado|Ski Week Contact Karen Papcsik 734-668-2842|$772|$772|Y|7|
01/24/2002|BethS|7:30 PM||01/24/2002|01/24/2002|THU|St. Columban Parish 1775 Melton Birmingham just north of 14 between Woodward and Coolidge|Monthly Meeting|N/A|N/A|Y|7|
01/25/2002|MSP|8:00 PM|1:00 AM|01/25/2002|01/25/2002|FRI|Excalibur Convention Center Location Northwestern Hwy at 12 Mile Road|Singles Dance- Top 40 DJ Cash Bar Hors d'oeuvres 8:00-930 Become a member at the Dance and admission to dance is free Dressy attire no smoking|$5.00|$8:00|Y|7|
01/25/2002|at|8:00 PM|10:00 PM|01/25/2002|01/25/2002|FRI|Argentine Tango Detroit 7750 Auburn Road, Utica Mi 810-254-0560|Beginning Tango Lessons followed by a 2 hour practice party|N/A|N/A|Y|7|
01/25/2002|dance|8:00 PM|11:00 PM|01/25/2002|01/25/2002|FRI|Amber House 7012 E. Nine Mile between Mound and Van Dyke 810-754-3434 http://amberhouse-danceclub.com|Single & Couples Dance to the sounds of the <b>Big Bands</b> 40's 50's 60's Dance lesson 7:00 PM to 8:00 PM|N/A|N/A|Y|7|
01/26/2002|BethE|8:00 pm|1:00 am|01/26/2002|01/26/2002|SAT|Italian Cultural Center, 28111 Imperial Dr. , Warren Michigan 48093|Monthly Dance call 810-286-1711  Tell them that you saw it on the Internet.|$8.00|$8.00|Y|7|
01/26/2002|BethE|8:00 pm|1:00 am|01/26/2002|01/26/2002|SAT|Italian Cultural Center, 28111 Imperial Dr. , Warren Michigan 48093|Monthly Dance call 810-286-1711  Tell them that you saw it on the Internet.|$8.00|$8.00|Y|7|
01/26/2002|Other|3:00 PM|6:00 PM|01/26/2002|01/26/2002|SAT|S.K. Brewers on Twleve Mile just east of Evergreen in Southfield. http://graynwhite.com/locations.htm|New Orleans Jazz|N/A|N/A|Y|7|
01/26/2002|tbird|||01/27/2002|11/27/2001|WE.|Boyne Mountain|Racer's Weekend Contact Mike Jablonski|N/A|N/A|Y|7|
01/26/2002|tbird|1||01/26/2002|01/26/2002|WK.|Whitler and Vancouver B.C. Canada|Six nights at Whistler's Tantalus Lodge conact Brian Murphy 734-459-5332 bmurph725@peoplepc.com <blink>Trip Full-Call for wait list</blink>|$925|$925|Y|7|
01/27/2002|BethR|9:00 AM||01/27/2002|01/27/2002|SUN|St. Andrew's 1234 Inglewood East of Rochester Rd. Between Parkdale and Tienken|Mass breakfast after at Sero's on Walton approx 10:30 AM|N/A|N/A|Y|7|
01/27/2002|BethW|10:00 AM||01/27/2002|01/27/2002|SUN|Redford Inn 5 Mile and Beech Daly|Meet for Breakfast. Those interested meet for Mass at St. Aidan's at 11:30 located at Farmington Road just North of Six Mile|Orde/Menu|Order/Menu|Y|7|
01/27/2002|MSP|5:45 PM|9:30 PM|01/27/2002|01/27/2002|SUN|Drakeshire Lanes 3500 Grand River , Farmington Hills east of Drake Road.|Bowling League 200 in League I and 70 in League II All levels of bowlers are welcome. Subs needed most weeks. Everyone is welcome to come and socialize. This is a non-smoking leagu|N/A|N/A|Y|7|
01/27/2002|Somer|3:00 PM|6:00PM|01/27/2002|01/27/2002|SUN|Five Star Lanes 16 Mile & Dequindre|No Obligation Bowling Contact Rosalie Walsh 810-783-3299|N/A|N/A|Y|7|
01/28/2002|MSP|6:30 PM|9:30 PM|01/28/2002|01/28/2002|MON|Cowley's Old Village Inn, located at 33338 Grand River Ave east of Farmington Rd. In Farmington next to the Civic Theater.|Euchre-Drop Inn|$5.00|$6.00|Y|7|
01/28/2002|Selsg|6:30 PM||01/28/2002|01/28/2002|MON|Linden|Dance Lessons Beginners at 6:30 Intermediate at 7:30 Car pools can be arranged|$6.00|$7.00|Y|7|
01/28/2002|tbird|||01/28/2002|01/28/2002|MON|Mt Brighton|Discount lift Tickets contact George Gonyo 734-996-0089|N/A|N/A|Y|7|
01/28/2002|Sail|05:30 PM||01/28/2002|01/28/2002|MON|Clara Bryant Junior High School one block west of Telegraph one block North of Cherry Hill in Dearborn|Scuba Diving Classes conducted by the Ford Lancers Scuba Club5 week course starting Jan 28 for five weeks on Mondays and WednesdaysContact Judy Heikkinen at 248-477-7912|$169.00|$169.00|O|7|
01/28/2002|Somer|7:00 PM|8:00 PM|01/28/2002|01/28/2002|MON|The World Gym on Groesbeck between 15 Mile and Metro Parkway|Walleyball Every Monday or any Monday bring yourself, Gym shoes and a willingness to have fun. Contact Bill Stanz at 810-463-2530|$5.00|$5.00||0|
01/29/2002|BethW|7:00 PM||01/29/2002|01/29/2002|TUE|Thomas's Family Dining 33971 Plymouth Rd. Between Stark and Farmington Rd|Dinner/coffee & conversation|Order/menu|Order/menu|Y|7|
01/29/2002|MSP|6:45 PM|9:45 PM|01/29/2002|01/29/2002|TUE|Bloomfield Hills Middle School on Quarton Road (16 Mile) just west of Telegraph. In the Gym and Fieldhouse.|Drop in Volleyball Nets designated as Social, Intermediate and Competitiv|$5.00|$6.00|Y|7|
01/30/2002|dance|7:30 PM|11:00 PM|01/30/2002|01/30/2002|WED|Warren Chateau 6015 East 10 Mile Warren Mi 48091 810-759-6500|Weekly Dance to DJ Snacks and cash bar|$5.00|$5.00|Y|7|
02/01/2002|MSP|8:00 PM|1:00 AM|02/01/2002|02/01/2002|FRI|Double Tree Guest Suites-Novi Location Novi Road at I-96, Exit 162|Singles Dance- Top 40 DJ Cash Bar Hors d'oeuvres 8:00-930 Become a member at the Dance and admission to dance is free Dressy attire no smoking|$5.00|$8:00|Y|7|
02/01/2002|Skwii|||02/03/2002|01/02/2002|WE.|Seven Springs, Pennsylvania|Ski Weekend Contact Sherry 248-373-9673|$290-$335|$290-$335|Y|7|
02/01/2002|at|8:00 PM|10:00 PM|02/01/2002|02/01/2002|FRI|Argentine Tango Detroit 7750 Auburn Road, Utica Mi 810-254-0560|Beginning Tango Lessons followed by a 2 hour practice party|N/A|N/A|Y|7|
02/01/2002|dance|8:00 PM|11:00 PM|02/01/2002|02/01/2002|FRI|Amber House 7012 E. Nine Mile between Mound and Van Dyke 810-754-3434 http://amberhouse-danceclub.com|Single & Couples Dance to the sounds of the <b>Big Bands</b> 40's 50's 60's Dance lesson 7:00 PM to 8:00 PM|N/A|N/A|Y|7|
02/02/2002|A2|||02/09/2002|11/04/2001|WK.|Fernie, British Columbia|Ski Week Contact Michael Broud 248-446-1213 (Between 7AM-4PM)|$755|$755|Y|7|
02/02/2002|BethW|8:00 PM||02/02/2002|02/02/2002|SAT|St. Robert Bellmarine gymnasium|Monthly Dance|$9.00|$9.00|Y|7|
02/02/2002|MSP|8:00 PM|1:00 AM|02/02/2002|02/02/2002|SAT|Mt Brighton Ski Are Brighton Michigan|Singles Dance- Top 40 DJ Cash Bar Hors d'oeuvres 8:00-930 Become a member at the Dance and admission to dance is free Dressy attire no smoking|$5.00|$8:00|Y|7|
02/03/2002|BethE|6:45 PM||02/03/2002|02/03/2002|SUN|Continental Lanes 13 Mile and Gratiot, Roseville|Every other Sunday Bowling Practice starts at 6:45 PM call Diane 810-293-5632|N/A|N/A|Y|7|
02/03/2002|BethR|9:00 AM||02/03/2002|02/03/2002|SUN|St. Andrew's 1234 Inglewood East of Rochester Rd. Between Parkdale and Tienken|Mass breakfast after at Sero's on Walton approx 10:30 AM|N/A|N/A|Y|7|
02/03/2002|BethW|10:00 AM||02/03/2002|02/03/2002|SUN|Redford Inn 5 Mile and Beech Daly|Meet for Breakfast. Those interested meet for Mass at St. Aidan's at 11:30 located at Farmington Road just North of Six Mile|Orde/Menu|Order/Menu|Y|7|
02/03/2002|Kirk|5:00 PM||02/03/2002|02/03/2002|SUN|Northfield Hills Condo. Clubhouse in Troy(North side of Long Lake Road East of Coolidge)|Superbowl XXXVI Bring a quality appetizer or desert to share BYOB (No red beverages) Contact Dennis Dembiec 248-362-2478 or Bob North 248-647-5449|$10.00|$10.00|Y|7|
02/03/2002|MSP|5:45 PM|9:30 PM|02/03/2002|02/03/2002|SUN|Drakeshire Lanes 3500 Grand River , Farmington Hills east of Drake Road.|Bowling League 200 in League I and 70 in League II All levels of bowlers are welcome. Subs needed most weeks. Everyone is welcome to come and socialize. This is a non-smoking leagu|N/A|N/A|Y|7|
02/03/2002|dance|4:00 PM|8:00 PM|02/03/2002|02/03/2002|SUN|Amber House 7012 E. Nine Mile between Mound and Van Dyke 810-754-3434 http://amberhouse-danceclub.com|Pot Luck Club Dance Party $1.00 off with Dish to Pass|$6.00|$5.00|Y|7|
02/03/2002|Somer|05:00 PM||02/03/2002|02/03/2002|SUN|Northfield Hills Condo Clubhouse North side of Long Lake Road , East of Coolidge|Super Bowl XXXVI Bring a quality appetizer desert to share BYOB (No red Beverages)Contact Ed Potts 810-226-0388 The first 30 that send in ther checks will participate.|$10|$10|Y|7|
02/04/2002|MSP|6:30 PM|9:30 PM|02/04/2002|02/04/2002|MON|Cowley's Old Village Inn, located at 33338 Grand River Ave east of Farmington Rd. In Farmington next to the Civic Theater.|Euchre-Drop Inn|$5.00|$6.00|Y|7|
02/04/2002|Selsg|6:30 PM||02/04/2002|02/04/2002|MON|Linden|Dance Lessons Beginners at 6:30 Intermediate at 7:30 Car pools can be arranged|$6.00|$7.00|Y|7|
02/04/2002|tbird|||02/04/2002|02/04/2002|MON|Mt Brighton|Discount lift Tickets contact George Gonyo 734-996-0089|N/A|N/A|Y|7|
02/04/2002|Somer|7:00 PM|8:00 PM|02/04/2002|02/04/2002|MON|The World Gym on Groesbeck between 15 Mile and Metro Parkway|Walleyball Every Monday or any Monday bring yourself, Gym shoes and a willingness to have fun. Contact Bill Stanz at 810-463-2530|$5.00|$5.00||0|
02/05/2002|BethW|7:00 PM||02/05/2002|02/05/2002|TUE|Thomas's Family Dining 33971 Plymouth Rd. Between Stark and Farmington Rd|Dinner/coffee & conversation|Order/menu|Order/menu|Y|7|
02/05/2002|MSP|6:45 PM|9:45 PM|02/05/2002|02/05/2002|TUE|Bloomfield Hills Middle School on Quarton Road (16 Mile) just west of Telegraph. In the Gym and Fieldhouse.|Drop in Volleyball Nets designated as Social, Intermediate and Competitiv|$5.00|$6.00|Y|7|
02/06/2002|dance|7:30 PM|11:00 PM|02/06/2002|02/06/2002|WED|Warren Chateau 6015 East 10 Mile Warren Mi 48091 810-759-6500|Weekly Dance to DJ Snacks and cash bar|$5.00|$5.00|Y|7|
02/06/2002|gpsc|7:00 PM|11:00 PM|02/06/2002|02/06/2002|WED|Grosse Pointe War Memorial|Monthly Meeting|N/A|N/A|Y|7|
02/06/2002|tbird|||02/10/2002|12/08/2001|WE.|Crested Butte, Colorado|Four nights at Snowcrest Condos Contact Margeret Schaefer 313-565-2366 margeretsch@prodigy.net|$684|$684|Y|7|
02/06/2002|tbird|7:30 PM|8:30 PM|02/06/2002|02/06/2002|WED|Hawthorne Valley Country Club|Monthly Meeting|N/A|N/A|Y|7|
02/07/2002|A2|8:00 PM|11:00 PM|02/07/2002|02/07/2002|THU|Cobblestone Farm Center 2781 Packard|General Meeting|N/A|N/A|Y|7|
